"PASSENGERS","DISTANCE","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","YEAR","MONTH",
460.00,618.00,"9E",20363,"Endeavor Air Inc.",11986,1198603,31986,"GRR","Grand Rapids, MI","MI",12953,1295302,31703,"LGA","New York, NY","NY",2017,6,
460.00,340.00,"YX",20452,"Republic Airlines",12478,1247803,31703,"JFK","New York, NY","NY",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",2017,2,
460.00,288.00,"C5",20445,"Commutair Aka Champlain Enterprises, Inc.",12264,1226402,30852,"IAD","Washington, DC","VA",14576,1457604,34576,"ROC","Rochester, NY","NY",2017,1,
460.00,2136.00,"AA",19805,"American Airlines Inc.",15376,1537602,30436,"TUS","Tucson, AZ","AZ",12478,1247803,31703,"JFK","New York, NY","NY",2017,5,
461.00,483.00,"YX",20452,"Republic Airlines",11066,1106603,31066,"CMH","Columbus, OH","OH",12478,1247803,31703,"JFK","New York, NY","NY",2017,2,
461.00,1620.00,"F9",20436,"Frontier Airlines Inc.",12953,1295302,31703,"LGA","New York, NY","NY",11292,1129202,30325,"DEN","Denver, CO","CO",2017,1,
462.00,335.00,"ZW",20046,"Air Wisconsin Airlines Corp",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",12953,1295302,31703,"LGA","New York, NY","NY",2017,3,
462.00,604.00,"EV",20366,"ExpressJet Airlines Inc.",12945,1294503,32945,"LEX","Lexington, KY","KY",12953,1295302,31703,"LGA","New York, NY","NY",2017,2,
463.00,332.00,"EV",20366,"ExpressJet Airlines Inc.",11433,1143302,31295,"DTW","Detroit, MI","MI",11537,1153703,31537,"ELM","Elmira/Corning, NY","NY",2017,1,
463.00,145.00,"9K",20253,"Cape Air",10257,1025702,30257,"ALB","Albany, NY","NY",10721,1072102,30721,"BOS","Boston, MA","MA",2017,5,
466.00,157.00,"9K",20253,"Cape Air",13832,1383203,33832,"OGS","Ogdensburg, NY","NY",10257,1025702,30257,"ALB","Albany, NY","NY",2017,4,
468.00,461.00,"AX",20237,"Trans States Airlines",12953,1295302,31703,"LGA","New York, NY","NY",11995,1199502,31995,"GSO","Greensboro/High Point, NC","NC",2017,1,
468.00,659.00,"MQ",20398,"Envoy Air",14730,1473003,33044,"SDF","Louisville, KY","KY",12953,1295302,31703,"LGA","New York, NY","NY",2017,2,
470.00,2378.00,"VX",21171,"Virgin America",12478,1247803,31703,"JFK","New York, NY","NY",14262,1426204,34262,"PSP","Palm Springs, CA","CA",2017,4,
471.00,288.00,"YX",20452,"Republic Airlines",12264,1226402,30852,"IAD","Washington, DC","VA",14576,1457604,34576,"ROC","Rochester, NY","NY",2017,1,
471.00,1010.00,"9E",20363,"Endeavor Air Inc.",15304,1530402,33195,"TPA","Tampa, FL","FL",12953,1295302,31703,"LGA","New York, NY","NY",2017,2,
472.00,617.00,"EV",20366,"ExpressJet Airlines Inc.",10868,1086803,30868,"CAE","Columbia, SC","SC",12953,1295302,31703,"LGA","New York, NY","NY",2017,1,
472.00,305.00,"9E",20363,"Endeavor Air Inc.",12953,1295302,31703,"LGA","New York, NY","NY",10990,1099003,30990,"CHO","Charlottesville, VA","VA",2017,3,
473.00,340.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express",12478,1247803,31703,"JFK","New York, NY","NY",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",2017,3,
474.00,195.00,"YX",20452,"Republic Airlines",11618,1161802,31703,"EWR","Newark, NJ","NJ",15096,1509602,35096,"SYR","Syracuse, NY","NY",2017,3,
475.00,296.00,"YV",20378,"Mesa Airlines Inc.",12264,1226402,30852,"IAD","Washington, DC","VA",15096,1509602,35096,"SYR","Syracuse, NY","NY",2017,2,
476.00,279.00,"ZW",20046,"Air Wisconsin Airlines Corp",14100,1410002,34100,"PHL","Philadelphia, PA","PA",10792,1079204,30792,"BUF","Buffalo, NY","NY",2017,1,
476.00,483.00,"MQ",20398,"Envoy Air",12478,1247803,31703,"JFK","New York, NY","NY",11066,1106603,31066,"CMH","Columbus, OH","OH",2017,2,
