"STATION","NAME","DATE","EMSD","EMSN","EMXP","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1NJMS0011","BOONTON 0.6 NW, NJ US","2016-02",,,"1.59","4.28",,,,
"US1NJMS0011","BOONTON 0.6 NW, NJ US","2016-03",,,"0.34","1.13",,,,
"US1NJMS0011","BOONTON 0.6 NW, NJ US","2016-04",,,"0.33","1.78",,,,
"US1NJMS0011","BOONTON 0.6 NW, NJ US","2016-05",,,"0.61","4.02",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2015-07",,,"0.58","1.69",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2015-08",,"0.0","0.67","1.05","0.0",,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2015-09",,,"1.33","2.41",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2015-10",,,"1.82","3.81",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2015-11",,,"0.71","1.28",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2015-12",,,"0.92","3.29",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2016-01",,,"1.16","1.32",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2016-02",,,"0.90","3.83",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2016-03",,,"0.48","1.43",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2016-04",,,"0.37","1.15",,,,
"US1NYRC0001","STATEN ISLAND 4.5 SSE, NY US","2016-05",,,"1.81","4.14",,,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2015-07",,"0.0","0.62","2.22","0.0",,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2015-08",,"0.0","0.57","1.32","0.0",,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2015-09",,,"1.38","2.55",,,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2015-10",,"0.0","2.66","4.53","0.0",,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2015-11",,"0.0","1.09","2.01","0.0",,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2015-12",,"0.1","1.43","5.03","0.1",,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2016-01",,"13.9","1.52","4.00","17.4",,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2016-02",,"2.4","2.08","5.22","4.0",,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2016-03",,,"0.40","1.62",,,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2016-04",,,"0.60","2.38",,,,
"US1NJPS0014","HAWTHORNE 1.0 SSE, NJ US","2016-05","0","0.0","0.62","3.48","0.0",,,
"US1NYSF0041","EAST FARMINGDALE 0.9 W, NY US","2016-01",,,"0.90","2.30",,,,
"US1NYSF0041","EAST FARMINGDALE 0.9 W, NY US","2016-02",,,"1.07","4.25",,,,
"US1NYSF0041","EAST FARMINGDALE 0.9 W, NY US","2016-03",,,"0.82","1.94",,,,
"US1NYSF0041","EAST FARMINGDALE 0.9 W, NY US","2016-04",,,"0.65","2.23",,,,
"US1NYSF0041","EAST FARMINGDALE 0.9 W, NY US","2016-05",,,"0.70","3.50",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07",,,"0.99","2.75",,"78.1","87.0","69.3"
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08",,,"0.84","1.64",,"77.8","87.9","67.6"
"USW00094741","TETERBORO AIRPORT, NJ US","2015-09",,,"1.18","2.46",,"73.1","83.6","62.6"
"USW00094741","TETERBORO AIRPORT, NJ US","2015-10",,,"1.53","3.43",,"56.5","66.8","46.2"
"USW00094741","TETERBORO AIRPORT, NJ US","2015-11",,,"1.14","1.74",,"51.4","60.6","42.3"
"USW00094741","TETERBORO AIRPORT, NJ US","2015-12",,,"1.74","5.12",,"49.3","57.5","41.1"
"USW00094741","TETERBORO AIRPORT, NJ US","2016-01",,,"1.84","3.48",,"33.0","41.3","24.6"
"USW00094741","TETERBORO AIRPORT, NJ US","2016-02",,,"1.48","3.08",,"36.9","45.9","28.0"
"USW00094741","TETERBORO AIRPORT, NJ US","2016-03",,,"0.40","1.38",,"47.7","57.9","37.5"
"USW00094741","TETERBORO AIRPORT, NJ US","2016-04",,,"0.46","2.22",,"52.4","62.7","42.1"
"USW00094741","TETERBORO AIRPORT, NJ US","2016-05",,,"1.00","3.29",,"63.0","72.9","53.1"
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2015-07",,,"0.43","0.95",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2015-08",,,"0.60","1.72",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2015-09",,,"1.57","2.94",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2015-11",,,"1.30","1.70",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2015-12",,,"1.75","4.66",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2016-01",,,"1.71","4.41",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2016-02",,,"1.19","4.11",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2016-03",,,"0.32","1.34",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2016-04",,,"0.44","1.56",,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","2016-05",,,"0.87","3.30",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2015-07",,,"0.65","2.56",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2015-08",,,"0.78","1.75",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2015-09",,"0.0","1.58","3.53","0.0",,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2015-10",,,"2.07","3.76",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2015-11",,,"0.54","0.80",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2015-12",,,"1.49","5.31",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2016-01",,"19.5","1.26","2.04","21.0",,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2016-02",,,"1.65","5.19",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2016-03",,,"0.39","1.42",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2016-04",,,"0.49","2.62",,,,
"US1NYRL0005","WEST NYACK 1.3 WSW, NY US","2016-05",,,"1.09","4.06",,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","2015-09",,,"2.16","3.74",,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","2015-10",,,"2.48","4.43",,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-07",,,"0.92","4.07",,"74.4","82.9","66.0"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-08",,,"1.62","2.25",,"74.5","84.4","64.7"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-09",,,"3.07","4.99",,"69.9","79.9","59.8"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-10",,,"1.93","4.07",,"53.3","62.7","43.9"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-11",,,"1.95","2.87",,"48.5","56.7","40.3"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2015-12",,,"1.51","4.81",,"46.2","53.3","39.2"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2016-01",,,"1.55","1.99",,"31.0","38.9","23.2"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2016-02",,,"1.82","5.00",,"34.4","43.1","25.7"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2016-03",,,"0.41","1.24",,"45.0","54.9","35.1"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2016-04",,,"0.68","3.40",,"48.7","58.5","38.8"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2016-05",,,"0.86","2.95",,"59.6","68.9","50.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07","0","0.0","0.97","2.31","0.0","78.4","85.2","71.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08","0","0.0","2.48","3.63","0.0","78.5","86.3","70.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09","0","0.0","1.18","2.58","0.0","73.0","81.0","65.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10","0","0.0","1.81","4.20","0.0","57.8","65.4","50.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11","0","0.0","0.58","1.20","0.0","52.6","60.2","44.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-12","0","0.1","1.17","4.79","0.1","50.3","56.4","44.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-01","28","30.3","2.90","4.59","31.3","34.6","41.5","27.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-02","4","4.6","1.05","4.05","8.1","37.7","45.1","30.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-03","1","1.4","0.48","1.39","1.9","47.5","55.3","39.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-04","0","0.0","0.32","1.24","0.0","51.0","59.4","42.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2016-05","0","0.0","1.05","3.72","0.0","60.3","67.7","52.8"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2015-07","0","0.0","0.70","2.11","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2015-08","0","0.0","0.58","1.64","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2015-09","0","0.0","2.20","4.66","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2015-10","0","0.0","0.39","3.56","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2015-11","0","0.0","1.37","2.15","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2015-12","0","0.0","1.25","4.83","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2016-01","27","24.0","2.40","6.72","30.7",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2016-02","1","1.0","2.22","4.54","2.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2016-03","0","0.0","0.19","0.57","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2016-04","0","0.0","1.36","3.12","0.0",,,
"USC00289187","WANAQUE RAYMOND DAM, NJ US","2016-05","0","0.0","0.60","3.68","0.0",,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2015-08",,,"0.47","1.50",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2015-09",,,"1.79","4.20",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2015-10",,,"2.09","3.76",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2015-11",,,"1.14","1.87",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2015-12",,,"1.10","4.61",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2016-01",,,"1.34","3.74",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2016-02",,,"2.20","5.42",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2016-03",,,"0.33","1.26",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2016-04",,,"0.43","2.09",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2016-05",,,"0.55","3.23",,,,
"USC00066655","PUTNAM LAKE, CT US","2016-01",,,"1.61","2.68",,"31.4","39.5","23.4"
"USC00066655","PUTNAM LAKE, CT US","2016-02",,,"1.76","5.39",,"36.4","46.4","26.3"
"USC00066655","PUTNAM LAKE, CT US","2016-03",,,"0.56","1.56",,"45.5","54.0","37.0"
"USC00066655","PUTNAM LAKE, CT US","2016-04",,,"0.54","2.88",,"51.0","61.3","40.8"
"USC00066655","PUTNAM LAKE, CT US","2016-05",,,"0.98","3.85",,"62.6","72.6","52.6"
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2015-07",,,"0.97","2.90",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2015-08",,,"0.85","1.46",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2015-09",,,"1.33","2.67",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2015-10",,,"1.85","3.41",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2015-11",,,"1.48","2.22",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2015-12",,,"1.73","5.30",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2016-01",,"10.0","1.83","4.52","18.7",,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2016-02",,,"1.68","5.22",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2016-04",,,"0.41","2.32",,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","2016-05",,,"0.72","3.58",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2015-08",,"0.0","0.48","1.27","0.0",,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2015-09",,"0.0","1.58","3.65","0.0",,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2015-10",,,"1.72","3.56",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2015-11",,,"1.30","2.02",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2015-12",,,"1.39","4.50",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2016-01",,"16.6","1.68","4.09","21.8",,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2016-02",,,"1.02","4.37",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2016-03",,,"0.24","1.57",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2016-04",,,"0.69","2.64",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2016-05",,,"0.85","3.69",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2015-07",,,"0.71","2.10",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2015-08",,,"0.57","1.97",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2015-09",,,"2.46","4.70",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2015-10",,,"2.14","3.94",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2015-11",,,"1.56","2.28",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2015-12",,,"1.38","4.71",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-01",,"11.0","1.73","4.24","15.8",,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-02",,,"2.63","6.37",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-03",,,"0.26","1.31",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04",,,"0.39","2.31",,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05",,,"0.64","3.90",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2015-11",,,"1.27","2.33",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2015-12",,,"1.09","5.29",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2016-01",,"10.0","1.15","3.44","19.4",,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2016-02",,,"0.89","4.25",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2016-03",,,"0.86","2.12",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2016-04",,,"0.42","2.13",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2016-05",,,"0.49","3.75",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2015-07",,,"1.77","3.23",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2015-08",,"0.0","0.89","1.53","0.0",,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2015-09",,"0.0","1.39","2.46","0.0",,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2015-10",,,"1.86","4.02",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2015-11",,,"0.73","1.80",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2015-12",,,"0.86","4.11",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2016-01",,"13.0","1.65","4.86","20.7",,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2016-02",,,"1.15","4.50",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2016-03",,,"0.50","1.71",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2016-04",,,"0.32","1.35",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2016-05",,,"2.54","5.20",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2015-07",,,"0.28","1.44",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2015-08",,,"0.94","2.19",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2015-09",,"0.0","1.63","3.35","0.0",,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2015-10",,,"2.43","4.65",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2015-11",,"0.0","1.53","2.20","0.0",,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2015-12",,,"1.21","4.58",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2016-05",,,"0.67","3.64",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2015-07",,,"1.02","2.80",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2015-08",,,"0.84","2.09",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2015-09",,,"2.53","5.55",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2015-10",,,"2.55","4.21",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2015-12",,,"1.20","5.25",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2016-01",,,"1.57","3.34",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2016-02",,,"2.39","5.85",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2016-03",,,"0.27","0.98",,,,
"US1NJPS0022","RINGWOOD 3.0 SSE, NJ US","2016-05",,,"0.57","3.72",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2015-07",,,"0.86","2.37",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2015-08",,,"0.79","1.85",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2015-09",,,"2.93","5.13",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2015-10",,,"2.46","3.57",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2015-11",,,"1.47","2.04",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2015-12",,,"1.26","4.72",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2016-01",,,"1.47","2.51",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2016-02",,,"2.37","5.25",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2016-03",,,"0.35","0.80",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2016-04",,,"0.36","1.75",,,,
"US1NJPS0025","BLOOMINGDALE 0.7 SSE, NJ US","2016-05",,,"0.59","3.77",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2015-09",,"0.0","2.41","4.00","0.0",,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2015-10",,,"2.82","5.35",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2015-11",,,"1.86","2.59",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2015-12",,,"1.43","5.07",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2016-01",,,"2.12","5.41",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2016-02",,,"2.58","6.33",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2016-03",,,"0.37","1.45",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2016-04",,,"0.47","2.88",,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2016-05",,,"0.69","4.05",,,,
"USC00282023","CRANFORD, NJ US","2015-07","0","0.0","0.64","1.89","0.0",,,"65.8"
"USC00282023","CRANFORD, NJ US","2015-08","0","0.0","1.20","2.47","0.0","77.0","89.7","64.3"
"USC00282023","CRANFORD, NJ US","2015-09","0","0.0","1.76","3.04","0.0","72.8","85.4","60.2"
"USC00282023","CRANFORD, NJ US","2015-10","0","0.0","1.70","3.82","0.0",,,"42.9"
"USC00282023","CRANFORD, NJ US","2015-11","0","0.0","1.07","1.83","0.0","49.5","60.2","38.9"
"USC00282023","CRANFORD, NJ US","2015-12","0","0.0","1.84","5.47","0.0","48.0","56.0","40.1"
"USC00282023","CRANFORD, NJ US","2016-01",,"0.0",,,"28.0",,,"22.6"
"USC00282023","CRANFORD, NJ US","2016-02",,"3.0","2.38","4.35","4.0",,,"25.7"
"US1NJMD0071","SOUTH PLAINFIELD 1.8 NE, NJ US","2016-05",,,"0.80","3.75",,,,
"USC00301309","CENTERPORT, NY US","2015-07","0","0.0","1.08","2.54","0.0","74.7","83.4","66.0"
"USC00301309","CENTERPORT, NY US","2015-08","0","0.0","1.20","2.48","0.0","75.4","85.4","65.4"
"USC00301309","CENTERPORT, NY US","2015-09","0","0.0","3.49","4.70","0.0","70.8","80.0","61.6"
"USC00301309","CENTERPORT, NY US","2015-11","0","0.0","0.76","1.48","0.0","50.0","57.0","43.0"
"USC00301309","CENTERPORT, NY US","2015-12","0","0.0","1.28","4.35","0.0","48.2","53.7","42.7"
"USC00301309","CENTERPORT, NY US","2016-01","19","18.0","0.65","3.55","21.0","32.3","39.2","25.4"
"USC00301309","CENTERPORT, NY US","2016-02","7","7.5","1.18","4.37","16.1","34.5","43.0","26.0"
"USC00301309","CENTERPORT, NY US","2016-03","2","2.8","0.51","1.95","3.9","44.9","54.1","35.7"
"USC00301309","CENTERPORT, NY US","2016-04","0","0.0","0.61","2.35","0.0","49.5","58.7","40.4"
"USC00301309","CENTERPORT, NY US","2016-05","0","0.0","0.85","3.53","0.0","59.8","68.5","51.0"
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2016-04",,,"0.32","1.31",,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2016-05",,,"0.78","2.84",,,,
"USC00281335","CANOE BROOK, NJ US","2015-07","0","0.0","0.84","1.76","0.0","76.0","86.8","65.3"
"USC00281335","CANOE BROOK, NJ US","2015-08","0","0.0","1.04","2.58","0.0","75.3","87.7","63.0"
"USC00281335","CANOE BROOK, NJ US","2015-09","0","0.0","2.20","3.87","0.0","71.2","83.9","58.5"
"USC00281335","CANOE BROOK, NJ US","2015-10","0","0.0","2.49","4.70","0.0","54.7","66.9","42.5"
"USC00281335","CANOE BROOK, NJ US","2015-11","0","0.0","2.03","2.59","0.0","49.0","59.6","38.4"
"USC00281335","CANOE BROOK, NJ US","2015-12","0","0.0","1.47","4.55","0.0","46.4","54.8","38.1"
"USC00281335","CANOE BROOK, NJ US","2016-01",,"1.0","2.10","4.28","26.0","30.1","39.8","20.4"
"USC00281335","CANOE BROOK, NJ US","2016-02","11","3.4","2.81","5.92","5.0","35.2","45.5","24.8"
"USC00281335","CANOE BROOK, NJ US","2016-03","1","1.0","0.33","1.46","1.0","46.7","57.9","35.4"
"USC00281335","CANOE BROOK, NJ US","2016-04","0","0.0","1.04","2.43","0.0","51.3","64.6","38.1"
"USC00281335","CANOE BROOK, NJ US","2016-05","0","0.0","0.77","3.87","0.0","60.5","71.1","50.0"
"US1CTFR0039","STAMFORD 4.2 S, CT US","2016-05",,,"2.07","4.76",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2015-07",,,"0.98","2.31",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2015-08",,"0.0","0.99","2.08","0.0",,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2015-09",,,"1.46","2.35",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2015-10",,,"1.59","3.31",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2016-01",,,"1.29","2.48",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2016-02",,,"1.23","2.49",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2016-03",,,"0.20","1.03",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2016-04",,,"0.39","1.11",,,,
"US1NJBG0015","NORTH ARLINGTON 0.7 WNW, NJ US","2016-05",,,"1.16","3.03",,,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2015-07",,,"0.69","2.01",,,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2015-09",,,"1.39","2.27",,,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2015-11",,,"1.11","1.90",,,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2015-12",,,"1.53","5.16",,,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2016-01",,"9.4","1.45","3.60","15.9",,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2016-02","3","2.9","1.65","4.96","5.3",,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2016-03","1","0.6","0.32","1.17","0.9",,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2016-04",,"0.0","0.41","2.20","0.0",,,
"US1NJBG0017","GLEN ROCK 0.7 SSE, NJ US","2016-05",,,"0.66","3.42",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2015-07",,,"0.76","2.46",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2015-08",,,"0.91","1.80",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2015-09",,,"1.34","3.57",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2015-10",,,"1.70","4.53",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2015-12",,,"1.55","4.96",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2016-01",,"12.4","2.00","4.63","24.1",,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2016-03",,,"0.23","1.07",,,,
"US1NJBG0018","PALISADES PARK 0.2 WNW, NJ US","2016-04",,,"0.44","2.09",,,,
