"PASSENGERS","DISTANCE","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","YEAR","MONTH",
4024.00,1391.00,"AA",19805,"American Airlines Inc.",12478,1247803,31703,"JFK","New York, NY","NY",11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",2016,9,
4024.00,489.00,"9E",20363,"Endeavor Air Inc.",11433,1143302,31295,"DTW","Detroit, MI","MI",10257,1025702,30257,"ALB","Albany, NY","NY",2016,4,
4024.00,660.00,"YX",20452,"Republic Airlines",12953,1295302,31703,"LGA","New York, NY","NY",12339,1233904,32337,"IND","Indianapolis, IN","IN",2016,6,
4026.00,229.00,"YV",20378,"Mesa Airlines Inc.",12264,1226402,30852,"IAD","Washington, DC","VA",12953,1295302,31703,"LGA","New York, NY","NY",2016,10,
4026.00,2422.00,"AA",19805,"American Airlines Inc.",12478,1247803,31703,"JFK","New York, NY","NY",14747,1474703,30559,"SEA","Seattle, WA","WA",2016,4,
4026.00,764.00,"AX",20237,"Trans States Airlines",10693,1069302,30693,"BNA","Nashville, TN","TN",12953,1295302,31703,"LGA","New York, NY","NY",2016,6,
4026.00,1389.00,"NK",20416,"Spirit Air Lines",11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",12953,1295302,31703,"LGA","New York, NY","NY",2016,11,
4027.00,427.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express",14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC",12478,1247803,31703,"JFK","New York, NY","NY",2016,7,
4028.00,258.00,"9E",20363,"Endeavor Air Inc.",12953,1295302,31703,"LGA","New York, NY","NY",10785,1078502,30785,"BTV","Burlington, VT","VT",2016,7,
4029.00,269.00,"9E",20363,"Endeavor Air Inc.",14321,1432103,34321,"PWM","Portland, ME","ME",12953,1295302,31703,"LGA","New York, NY","NY",2016,3,
4029.00,1576.00,"B6",20409,"JetBlue Airways",12478,1247803,31703,"JFK","New York, NY","NY",10732,1073203,30732,"BQN","Aguadilla, PR","PR",2016,10,
